age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
47,0,1,1,0,2601,0,0,0,24,9,261,1,-1,0,3,1
42,4,0,2,0,238,0,0,0,25,9,692,1,-1,0,3,1
40,1,1,1,0,1451,0,0,0,30,9,117,1,121,1,2,1
37,9,1,3,0,189,0,0,0,1,10,238,1,107,2,2,1
47,4,1,2,0,288,0,0,0,1,10,101,1,-1,0,3,1
30,9,2,1,0,158,0,0,0,6,10,144,1,-1,0,3,1
44,4,1,3,0,282,0,0,0,6,10,296,3,-1,0,3,1
33,4,2,2,0,1781,0,0,0,8,10,611,2,183,1,2,1
48,4,1,2,0,1093,1,1,0,13,10,1226,2,-1,0,3,1
35,4,2,2,0,2646,0,0,0,13,10,221,1,182,1,2,1
35,9,2,2,0,670,0,0,0,13,10,301,2,-1,0,3,1
30,4,2,2,0,536,0,0,0,15,10,244,1,105,1,2,1
27,4,1,2,0,893,0,0,0,16,10,154,2,-1,0,3,1
40,9,1,1,0,2338,0,0,0,16,10,717,2,-1,0,3,1
47,1,1,1,0,820,0,0,0,19,10,98,1,-1,0,3,1
47,7,2,3,0,1784,0,0,0,19,10,385,2,-1,0,3,1
39,9,1,2,0,206,0,0,0,20,10,148,2,195,2,2,1
36,9,1,1,0,480,0,0,0,20,10,213,1,-1,0,3,1
46,0,2,1,0,1693,1,0,0,20,10,427,1,-1,0,3,1
27,8,2,2,0,1134,0,0,0,21,10,825,1,183,4,2,1
33,6,2,2,0,658,1,0,0,21,10,307,1,208,1,2,1
41,9,2,2,0,431,0,0,0,22,10,133,1,107,2,2,1
29,6,1,1,0,123,0,1,0,22,10,247,1,184,3,2,1
41,11,2,3,0,942,0,0,0,27,10,143,1,188,1,2,1
38,3,0,1,0,70,0,0,0,27,10,255,3,148,1,2,1
36,8,2,2,0,129,0,0,0,27,10,149,1,-1,0,3,1
31,4,1,2,0,81,1,0,0,29,10,164,2,-1,0,3,1
36,4,1,2,0,203,0,0,0,29,10,139,1,-1,0,3,1
30,4,1,2,0,944,0,0,0,29,10,251,2,-1,0,3,1
47,4,2,2,0,551,0,0,0,29,10,124,1,-1,0,3,1
36,1,1,1,0,1193,0,0,0,30,10,640,1,-1,0,3,1
41,7,1,2,0,881,0,0,0,30,10,257,3,-1,0,3,1
37,4,1,2,0,238,0,0,0,3,11,149,1,-1,0,3,1
29,9,2,1,0,938,0,0,0,3,11,358,1,-1,0,3,1
33,8,1,1,0,1536,0,0,0,9,11,262,1,94,2,2,1
35,4,1,2,0,0,1,0,0,11,11,229,2,96,3,2,1
48,1,1,1,0,1230,1,0,0,12,11,169,1,196,2,2,1
38,0,1,1,0,1767,1,0,0,12,11,893,7,-1,0,3,1
33,9,1,1,0,133,0,0,0,12,11,627,2,192,1,2,1
39,0,1,1,0,260,1,0,0,13,11,226,1,94,4,2,1
44,9,0,1,0,14,0,0,0,13,11,167,1,92,1,2,1
31,7,2,1,0,181,0,0,0,13,11,239,2,93,2,2,1
36,9,2,1,0,376,0,0,0,13,11,193,1,92,1,2,1
34,1,2,3,0,129,1,1,0,16,11,295,1,200,2,2,1
27,1,2,1,0,535,0,0,0,16,11,183,1,94,1,2,1
37,9,2,2,0,197,0,0,0,16,11,175,1,200,1,2,1
33,1,1,0,0,195,0,0,0,16,11,984,5,-1,0,3,1
40,0,1,2,0,764,1,0,2,17,11,85,1,-1,0,3,1
46,3,1,1,0,38,0,0,0,25,11,541,1,-1,0,3,1
31,9,1,1,0,318,0,0,0,2,12,310,1,-1,0,3,1
29,9,2,1,0,1165,0,0,0,3,12,244,2,184,1,2,1
48,4,1,2,0,1147,0,0,0,3,12,155,1,120,3,2,1
28,7,2,1,0,339,0,0,0,3,12,350,1,182,1,2,1
29,4,2,2,0,1445,0,0,0,4,12,271,2,-1,0,3,1
31,9,1,1,0,684,1,0,0,7,12,620,3,-1,0,3,1
30,8,2,1,0,1681,0,0,0,7,12,329,2,-1,0,3,1
42,4,1,2,0,254,0,0,0,9,12,288,7,183,4,2,1
37,0,1,1,0,0,1,0,0,9,12,179,1,190,1,2,1
36,4,1,2,0,925,0,0,0,14,12,321,3,189,4,2,1
34,4,1,2,0,2037,0,0,0,15,12,324,2,-1,0,3,1
29,4,2,2,0,572,0,0,0,16,12,314,1,195,1,2,1
34,7,1,1,0,1337,0,0,0,17,12,330,2,127,3,2,1
27,8,2,1,0,538,0,0,0,18,12,170,4,197,2,2,1
32,0,2,1,0,131,1,0,0,21,12,322,1,189,1,2,1
30,1,1,0,0,5,0,0,0,23,12,282,1,203,1,2,1
33,4,1,2,0,1808,0,0,0,28,12,250,3,-1,0,3,1
39,9,2,2,0,25,1,0,0,28,12,315,1,210,2,2,1
32,4,2,2,0,718,1,0,0,29,12,155,1,197,1,2,1
35,10,1,1,0,978,0,0,0,29,12,1370,3,209,3,2,1
46,4,0,2,0,461,0,0,0,30,12,369,2,-1,0,3,1
34,10,2,1,0,15,0,0,0,12,1,377,1,-1,0,3,1
31,9,2,1,0,2544,0,0,0,12,1,229,1,279,2,2,1
30,9,1,2,0,2166,0,0,0,12,1,316,2,-1,0,3,1
31,10,1,2,0,330,0,0,0,13,1,260,1,194,2,2,1
35,9,2,2,0,0,0,0,0,14,1,187,7,-1,0,3,1
48,10,1,1,0,817,0,0,0,14,1,517,1,282,4,2,1
36,0,1,3,0,991,0,0,0,14,1,589,2,-1,0,3,1
33,7,2,1,0,133,0,0,0,14,1,305,2,274,1,2,1
32,0,1,1,0,366,0,0,0,14,1,366,2,-1,0,3,1
47,1,1,1,0,820,0,0,0,18,1,262,1,91,1,2,1
36,4,1,2,0,203,0,0,0,25,1,255,1,88,1,2,1
30,0,2,1,0,255,0,0,0,27,1,143,1,-1,0,3,1
42,11,2,3,0,942,0,0,0,27,1,245,1,92,2,2,1
38,3,0,1,0,70,0,0,0,27,1,164,4,92,4,2,1
36,8,2,2,0,129,0,0,0,28,1,918,1,93,1,2,1
48,4,1,2,0,157,0,0,0,28,1,417,4,-1,0,3,1
30,1,1,1,0,2493,0,0,0,28,1,293,2,-1,0,3,1
33,9,1,2,0,1699,0,0,0,28,1,202,1,83,3,2,1
34,0,1,2,0,0,0,0,0,28,1,155,2,-1,0,3,1
33,2,2,1,0,278,0,0,0,1,2,563,5,-1,0,3,1
45,4,1,2,0,547,0,0,0,2,2,577,1,-1,0,3,1
34,4,1,2,0,123,0,0,0,3,2,301,3,-1,0,3,1
45,0,1,1,0,205,0,0,0,3,2,373,1,92,1,2,1
29,3,2,2,0,19,0,0,0,5,2,110,2,64,2,2,1
40,4,1,2,0,1855,0,0,1,8,2,78,6,-1,0,3,1
33,8,1,1,0,1536,0,0,0,9,2,359,1,92,3,2,1
34,0,1,1,0,2374,1,0,0,9,2,243,2,92,3,2,1
36,4,2,2,0,479,0,0,0,9,2,629,2,-1,0,3,1
36,8,2,3,0,417,0,0,0,10,2,151,1,-1,0,3,1
48,10,0,1,0,201,0,0,0,10,2,406,2,92,2,2,1
44,4,1,2,0,1791,0,0,0,11,2,71,1,190,1,2,1
28,1,1,1,0,61,1,0,0,11,2,253,1,174,4,2,1
42,1,1,1,0,413,1,0,0,11,2,456,2,184,2,2,1
35,6,2,2,0,353,0,0,0,11,2,352,1,183,1,2,1
36,9,1,2,0,341,0,0,0,12,2,419,2,183,1,2,1
29,9,2,1,0,113,0,0,0,12,2,328,2,183,4,2,1
29,4,2,2,0,1026,0,0,0,12,2,138,2,92,2,2,1
32,4,1,2,0,905,0,0,0,12,2,666,4,-1,0,3,1
38,7,1,1,0,775,0,0,0,12,2,1835,3,182,2,2,1
32,9,1,1,0,484,1,0,0,15,2,83,6,187,3,2,1
37,9,2,2,0,197,0,0,0,15,2,531,1,91,2,2,1
30,10,2,1,0,2424,0,0,0,15,2,337,1,95,2,2,1
34,4,1,2,0,271,1,0,0,15,2,308,1,94,4,2,1
27,4,2,2,0,-69,1,0,0,15,2,205,3,-1,0,3,1
28,8,2,2,0,1562,0,0,0,15,2,659,4,-1,0,3,1
27,1,2,1,0,535,0,0,0,15,2,171,1,91,2,2,1
34,4,2,2,0,2159,0,0,2,18,2,386,1,-1,0,3,1
28,9,2,1,0,154,1,0,0,18,2,416,2,-1,0,3,1
35,4,2,2,0,681,0,0,0,18,2,737,1,561,2,2,1
27,11,2,3,0,326,0,0,0,22,2,326,1,-1,0,3,1
35,4,1,2,0,1380,0,0,0,23,2,155,1,-1,0,3,1
27,7,2,1,0,195,1,0,0,25,2,416,3,-1,0,3,1
27,9,2,2,0,1075,0,0,0,2,3,658,1,-1,0,3,1
38,7,2,1,0,91,0,0,0,2,3,207,1,-1,0,3,1
37,4,2,2,0,1027,1,0,0,2,3,313,1,152,2,2,1
33,4,0,2,0,2240,0,0,0,8,3,264,2,278,1,2,1
33,4,2,2,0,224,0,0,0,8,3,241,2,-1,0,3,1
35,4,1,2,0,2161,0,0,0,9,3,139,2,181,3,2,1
31,4,2,2,0,147,0,0,0,9,3,469,1,181,2,2,1
35,9,1,1,0,294,1,0,0,9,3,301,1,90,4,2,1
28,4,2,2,0,1825,0,0,0,9,3,236,1,-1,0,3,1
33,4,1,2,0,0,1,0,0,9,3,305,1,326,1,2,1
44,4,1,3,0,282,0,0,0,9,3,700,2,154,3,2,1
28,4,2,2,0,187,0,0,0,9,3,295,1,-1,0,3,1
37,10,1,1,0,1978,0,0,0,11,3,335,1,-1,0,3,1
35,1,1,1,0,262,0,0,0,15,3,427,1,181,3,2,1
38,3,2,1,0,465,1,0,0,16,3,180,1,302,3,2,1
38,4,1,3,0,76,0,0,0,16,3,261,1,-1,0,3,1
29,4,2,2,0,874,1,0,0,16,3,231,1,181,2,2,1
35,10,2,1,0,295,0,0,2,17,3,473,1,-1,0,3,1
35,0,1,1,0,304,0,0,0,18,3,237,1,-1,0,3,1
46,4,1,2,0,273,1,0,0,18,3,910,2,184,4,2,1
43,4,0,2,0,2367,0,0,0,22,3,173,2,181,4,2,1
29,6,2,2,0,655,0,0,0,23,3,273,1,-1,0,3,1
30,8,2,1,0,1681,0,0,0,23,3,128,1,106,2,2,1
28,4,2,2,0,866,0,0,0,23,3,191,2,-1,0,3,1
43,7,1,1,0,774,0,0,0,25,3,101,1,421,1,2,1
39,9,2,2,0,393,0,0,0,26,3,281,1,-1,0,3,1
30,6,2,2,0,916,0,0,0,29,3,92,2,90,2,2,1
44,0,0,2,0,558,1,0,0,31,3,262,2,-1,0,3,1
47,4,1,2,0,288,0,0,0,31,3,193,1,181,1,2,1
45,9,1,1,0,1348,0,1,0,1,4,358,2,-1,0,3,1
47,0,1,1,0,70,1,0,0,5,4,144,4,374,2,2,1
39,4,0,2,0,224,0,0,0,5,4,208,1,-1,0,3,1
32,4,2,1,0,1088,1,0,0,6,4,317,1,363,2,2,1
33,4,2,2,0,718,1,0,0,6,4,122,1,98,2,2,1
36,4,2,2,0,579,0,0,2,12,4,481,1,-1,0,3,1
31,0,1,1,0,1229,0,0,0,12,4,176,1,-1,0,3,1
32,4,2,2,0,2016,0,0,0,13,4,232,1,348,1,2,1
45,1,2,0,0,116,0,0,2,13,4,122,1,-1,0,3,1
36,4,2,3,0,62,0,0,0,13,4,398,2,-1,0,3,1
38,9,1,1,0,497,0,0,2,14,4,173,1,-1,0,3,1
35,4,2,2,0,2646,0,0,0,14,4,133,8,183,2,2,1
30,4,2,2,0,232,0,0,0,15,4,141,1,-1,0,3,1
36,1,1,0,0,1177,0,0,0,15,4,330,1,311,4,2,1
39,9,1,1,0,603,0,1,0,15,4,214,1,-1,0,3,1
34,4,1,2,0,589,0,0,0,19,4,125,2,-1,0,3,1
38,9,2,1,0,1711,0,0,0,20,4,379,3,202,1,2,1
29,1,2,2,0,455,0,0,1,21,4,403,1,-1,0,3,1
40,9,1,2,0,206,0,0,0,23,4,499,6,185,4,2,1
31,0,2,1,0,410,0,0,0,23,4,342,1,-1,0,3,1
46,0,0,0,0,429,1,0,0,26,4,465,2,369,2,2,1
29,4,2,2,0,1445,0,0,0,26,4,328,2,143,2,2,1
30,9,2,2,0,655,0,0,0,26,4,212,1,202,2,2,1
30,0,2,1,0,915,1,0,2,27,4,370,1,-1,0,3,1
41,10,1,2,0,0,0,0,0,29,4,882,1,181,3,2,1
32,9,2,2,0,388,0,0,0,29,4,250,3,-1,0,3,1
37,4,1,1,0,565,0,0,0,29,4,449,1,398,1,2,1
40,10,2,2,0,72,0,0,0,30,4,463,1,-1,0,3,1
45,0,1,1,0,205,0,0,0,4,5,552,1,90,2,2,1
48,1,1,1,0,1730,1,0,0,4,5,361,1,89,3,2,1
34,10,2,1,0,1965,0,0,1,4,5,714,1,-1,0,3,1
29,3,2,2,0,19,0,0,0,4,5,268,1,88,4,2,1
33,0,1,2,0,79,1,0,0,5,5,389,1,195,4,2,1
28,4,2,2,0,437,0,0,0,5,5,338,1,-1,0,3,1
32,9,1,1,0,473,0,1,0,7,5,292,3,-1,0,3,1
35,4,1,2,0,62,0,0,0,7,5,226,2,88,4,2,1
34,9,1,1,0,133,0,0,0,12,5,171,2,181,3,2,1
32,10,2,1,0,1026,1,0,0,13,5,289,1,-1,0,3,1
48,1,1,1,0,1230,1,0,0,13,5,328,2,182,3,2,1
28,9,2,1,0,2335,0,0,0,13,5,624,1,-1,0,3,1
29,4,2,2,0,-27,0,0,0,13,5,270,1,-1,0,3,1
37,9,2,2,0,197,0,0,0,13,5,234,1,87,3,2,1
34,0,1,1,0,920,0,0,0,14,5,526,3,179,3,2,1
46,4,1,2,0,349,0,0,0,14,5,466,4,88,3,2,1
38,4,1,2,0,1276,0,0,0,17,5,272,2,182,3,2,1
33,4,2,2,0,2364,0,0,0,17,5,508,1,-1,0,3,1
30,0,2,1,0,265,1,0,0,25,5,681,1,181,2,2,1
29,10,2,2,0,70,0,0,0,25,5,393,1,-1,0,3,1
38,9,1,1,0,205,0,0,0,26,5,332,1,-1,0,3,1
28,9,1,1,0,742,0,0,0,26,5,236,1,-1,0,3,1
32,0,2,1,0,344,0,0,0,26,5,530,2,-1,0,3,1
46,3,1,1,0,38,0,0,0,27,5,181,3,183,1,2,1
45,9,1,1,0,1831,0,0,0,27,5,275,2,-1,0,3,1
33,7,2,3,0,523,1,0,2,28,5,86,1,-1,0,3,1
48,3,1,1,0,0,0,0,0,28,5,270,5,-1,0,3,1
28,7,2,1,0,168,0,0,0,1,6,347,3,140,2,2,1
31,4,2,2,0,515,0,0,0,1,6,296,5,-1,0,3,1
28,4,2,2,0,223,1,0,0,1,6,303,1,278,3,2,1
27,1,2,2,0,644,0,0,0,2,6,657,1,182,1,2,1
28,0,1,1,0,330,0,0,0,2,6,226,2,182,4,2,1
30,9,2,1,0,1165,0,0,0,4,6,204,2,183,3,2,1
38,0,1,1,0,0,1,0,0,8,6,187,1,181,2,2,1
28,4,2,2,0,187,0,0,0,9,6,206,1,92,1,2,1
39,1,1,1,0,276,0,0,0,9,6,334,2,-1,0,3,1
31,4,2,2,0,147,0,0,0,9,6,163,2,92,3,2,1
30,1,2,1,0,799,0,0,2,13,6,674,1,-1,0,3,1
27,0,2,3,0,861,0,0,0,14,6,212,4,-1,0,3,1
32,6,2,2,0,46,1,0,0,14,6,485,2,-1,0,3,1
27,4,2,2,0,1720,0,0,0,15,6,910,1,224,3,2,1
45,9,2,2,0,2033,0,0,0,15,6,243,5,285,2,2,1
30,4,2,2,0,572,0,0,0,17,6,339,3,183,2,2,1
32,9,2,2,0,705,0,0,0,17,6,544,1,-1,0,3,1
33,4,2,2,0,224,0,0,0,23,6,342,2,107,2,2,1
43,7,1,1,0,774,0,0,0,24,6,482,1,91,2,2,1
37,6,2,2,0,1188,0,0,0,24,6,310,1,-1,0,3,1
29,9,2,1,0,825,0,0,0,25,6,472,2,-1,0,3,1
39,9,2,2,0,393,0,0,0,28,6,325,1,94,1,2,1
31,1,2,1,0,54,1,0,0,29,6,401,1,-1,0,3,1
33,4,2,2,0,718,1,0,0,29,6,271,1,84,3,2,1
28,8,2,1,0,196,0,0,0,2,7,423,3,-1,0,3,1
31,7,2,1,0,1027,0,0,0,2,7,217,3,-1,0,3,1
39,4,0,2,0,224,0,0,0,2,7,194,2,88,1,2,1
28,7,2,1,0,198,0,0,0,5,7,128,2,-1,0,3,1
46,4,0,2,0,558,0,0,0,6,7,319,1,-1,0,3,1
29,4,2,2,0,1808,0,0,0,7,7,273,2,433,1,2,1
34,7,2,1,0,267,0,0,0,8,7,449,2,-1,0,3,1
32,9,2,3,0,491,0,0,0,9,7,474,7,-1,0,3,1
27,9,2,1,0,337,0,0,2,9,7,23,1,-1,0,3,1
30,6,2,2,0,251,0,0,0,12,7,537,1,-1,0,3,1
27,9,2,1,0,643,0,0,0,13,7,317,1,-1,0,3,1
36,4,2,3,0,62,0,0,0,13,7,311,1,91,2,2,1
27,8,2,3,0,132,0,0,0,14,7,276,1,-1,0,3,1
30,4,2,2,0,232,0,0,0,15,7,219,1,91,1,2,1
31,4,0,2,0,414,0,1,0,16,7,241,1,-1,0,3,1
34,9,1,1,0,806,0,0,0,19,7,253,3,458,1,2,1
32,2,1,2,0,762,0,0,0,19,7,187,11,-1,0,3,1
29,0,2,1,0,1277,0,0,0,20,7,165,2,481,1,2,1
31,10,0,2,0,756,0,0,0,20,7,355,2,-1,0,3,1
43,4,1,2,0,839,0,0,0,22,7,942,1,-1,0,3,1
34,10,2,2,0,1974,0,0,0,22,7,355,1,342,3,2,1
38,4,1,2,0,536,1,0,0,22,7,248,1,-1,0,3,1
36,4,1,2,0,203,0,0,0,23,7,608,3,179,2,2,1
33,0,2,2,0,146,0,0,0,23,7,351,3,-1,0,3,1
29,4,2,2,0,985,1,0,0,23,7,396,2,-1,0,3,1
44,6,0,1,0,8,0,0,0,26,7,423,4,-1,0,3,1
27,9,2,1,0,204,0,0,0,28,7,471,2,-1,0,3,1
27,8,2,2,0,311,0,0,0,28,7,462,1,148,4,2,1
34,0,1,2,0,0,0,0,0,30,7,292,1,183,2,2,1
29,8,2,1,0,1377,1,0,0,3,8,248,1,446,2,2,1
29,8,2,2,0,163,0,0,0,3,8,249,1,-1,0,3,1
38,4,1,2,0,1199,0,0,0,3,8,482,1,-1,0,3,1
42,4,1,2,0,372,1,0,0,3,8,654,2,-1,0,3,1
38,4,1,2,0,1199,0,0,0,4,8,178,1,1,1,2,1
48,0,1,1,0,156,0,0,0,4,8,291,1,-1,0,3,1
45,0,1,1,0,205,0,0,0,4,8,180,1,92,3,2,1
35,10,2,2,0,415,0,0,0,4,8,462,1,92,4,2,1
48,3,2,0,0,46,0,0,0,4,8,118,1,1,3,2,1
29,4,2,2,0,437,0,0,0,5,8,504,1,92,1,2,1
41,4,1,2,0,1092,0,0,0,5,8,736,1,-1,0,3,1
29,3,2,2,0,2196,0,0,0,5,8,215,1,-1,0,3,1
37,4,1,2,0,2283,0,0,0,6,8,303,2,92,4,2,1
33,8,1,1,0,1536,0,0,0,6,8,258,2,178,4,2,1
45,4,1,1,0,446,0,0,0,6,8,304,3,-1,0,3,1
28,1,2,1,0,1348,1,0,0,6,8,221,2,-1,0,3,1
47,4,1,2,0,2306,0,0,1,6,8,239,4,-1,0,3,1
40,1,1,1,0,1515,1,0,0,10,8,503,1,-1,0,3,1
36,8,2,3,0,417,0,0,0,10,8,304,1,181,1,2,1
30,8,2,1,0,1779,0,0,0,11,8,233,1,433,1,2,1
36,6,2,2,0,353,0,0,0,11,8,361,2,181,2,2,1
43,1,1,1,0,413,1,0,0,12,8,235,2,182,4,2,1
35,1,1,1,0,1454,1,0,0,12,8,323,1,182,4,2,1
39,1,1,1,0,1382,1,0,0,12,8,357,1,182,2,2,1
41,0,1,1,0,2498,0,0,0,12,8,411,1,-1,0,3,1
29,6,2,2,0,814,0,0,2,13,8,461,1,-1,0,3,1
37,9,1,2,0,341,0,0,0,13,8,287,3,182,3,2,1
27,1,2,1,0,535,0,0,0,16,8,265,3,95,4,2,1
34,0,2,2,0,625,0,1,2,31,8,34,1,-1,0,3,1
28,4,2,2,0,1584,1,0,0,1,9,222,2,-1,0,3,1
37,4,1,2,0,1113,0,0,0,1,9,265,2,183,2,2,1
35,4,2,2,0,992,0,1,0,1,9,238,1,-1,0,3,1
33,0,2,2,0,272,1,0,0,1,9,293,2,92,3,2,1
33,2,2,2,0,1623,1,0,0,2,9,291,3,-1,0,3,1
29,10,2,3,0,1584,0,0,0,6,9,245,1,-1,0,3,1
28,4,2,2,0,890,1,0,0,7,9,201,1,-1,0,3,1
38,0,1,1,0,0,1,0,0,8,9,210,1,92,3,2,1
34,4,0,2,0,2240,0,0,0,8,9,220,2,184,3,2,1
46,8,2,3,0,1527,0,0,0,8,9,358,3,184,1,2,1
37,4,2,2,0,698,0,0,0,8,9,1081,2,-1,0,3,1
28,4,1,2,0,12,1,0,0,9,9,202,1,-1,0,3,1
33,0,2,1,0,555,1,0,0,9,9,204,1,365,1,2,1
48,9,1,0,0,235,0,0,0,9,9,386,2,191,3,2,1
28,0,1,1,0,1595,0,0,0,9,9,268,1,254,4,2,1
28,4,2,2,0,187,0,0,0,10,9,255,1,93,2,2,1
28,4,2,2,0,1720,0,0,0,14,9,230,1,91,4,2,1
39,4,1,3,0,76,0,0,0,15,9,200,1,183,1,2,1
39,0,0,1,0,112,0,0,0,16,9,574,3,-1,0,3,1
28,0,2,1,0,127,0,0,0,16,9,1334,2,-1,0,3,1
46,4,0,2,0,624,0,0,0,17,9,336,2,183,2,2,1
27,4,1,2,0,802,0,0,0,22,9,569,1,-1,0,3,1
36,0,2,1,0,60,1,0,0,23,9,156,2,-1,0,3,1
37,1,2,3,0,217,0,0,0,23,9,272,2,-1,0,3,1
28,4,2,2,0,390,0,0,0,29,9,845,1,232,4,2,1
29,7,2,1,0,1934,0,0,0,29,9,271,1,-1,0,3,1
33,6,1,2,0,1278,0,0,0,6,10,649,1,-1,0,3,1
47,6,1,2,0,1011,0,0,0,6,10,808,1,-1,0,3,1
34,4,2,2,0,549,0,0,0,6,10,1246,2,-1,0,3,1
32,8,2,1,0,1102,0,0,1,8,10,194,1,-1,0,3,1
48,7,0,3,0,973,0,0,0,8,10,319,1,134,2,2,1
28,11,2,3,0,326,0,0,0,11,10,450,1,231,1,2,1
27,0,1,2,0,346,0,0,0,11,10,212,1,-1,0,3,1
27,8,2,1,0,279,0,0,0,12,10,323,1,-1,0,3,1
27,9,2,1,0,643,0,0,1,14,10,301,1,93,1,2,1
43,10,1,2,0,0,0,0,0,18,10,464,1,94,2,2,1
34,9,1,1,0,159,1,0,0,18,10,252,1,-1,0,3,1
39,0,0,1,0,728,1,1,0,18,10,222,1,-1,0,3,1
27,4,2,2,0,107,0,0,0,18,10,767,3,-1,0,3,1
42,4,1,3,0,1519,0,0,0,19,10,230,1,92,1,2,1
48,0,1,1,0,50,0,1,0,21,10,419,1,-1,0,3,1
29,1,2,2,0,455,0,0,0,22,10,542,4,148,3,2,1
38,4,1,2,0,536,1,0,0,22,10,234,1,92,1,2,1
30,4,2,2,0,985,1,0,0,25,10,304,1,94,2,2,1
31,0,2,1,0,410,0,0,0,25,10,182,1,185,1,2,1
33,0,1,1,0,51,1,1,0,25,10,253,1,284,3,2,1
47,4,1,2,0,0,0,0,0,27,10,508,1,-1,0,3,1
38,9,1,2,0,88,0,0,0,8,11,282,2,186,4,2,1
44,2,1,2,0,121,0,0,0,9,11,248,1,91,1,2,1
29,0,2,1,0,464,0,0,0,9,11,208,2,91,3,2,1
41,10,2,2,0,79,0,0,1,9,11,394,1,390,2,2,1
36,0,0,1,0,1224,1,0,0,12,11,482,1,374,1,2,1
34,1,1,1,0,320,1,0,0,12,11,413,1,92,3,2,1
32,7,2,1,0,1168,1,0,0,16,11,411,1,-1,0,3,1
29,4,2,1,0,703,1,0,0,16,11,236,1,550,2,2,1
32,1,1,1,0,136,0,0,0,16,11,206,1,188,3,2,1
29,4,2,2,0,765,0,0,0,16,11,238,1,-1,0,3,1
36,4,2,1,0,1511,1,0,0,16,11,270,1,-1,0,3,1
38,9,1,1,0,557,1,0,0,16,11,1556,4,-1,0,3,1
34,0,2,1,0,557,0,0,0,17,11,224,1,-1,0,3,1
42,9,1,2,0,-215,0,0,2,20,6,1573,5,-1,0,3,1
32,4,1,2,0,376,1,0,0,23,3,248,4,-1,0,3,1
27,0,2,1,0,192,0,0,1,28,7,1076,17,-1,0,3,1
42,4,1,3,0,1519,0,0,0,19,7,268,1,-1,0,3,1
31,0,2,1,0,0,0,0,0,17,4,188,3,-1,0,3,1
41,10,1,1,0,0,1,1,0,5,5,400,1,-1,0,3,1
33,10,1,1,0,1211,0,0,0,11,2,535,1,188,1,2,1
27,6,2,2,0,347,0,0,0,6,8,385,4,-1,0,3,1
44,4,1,2,0,423,0,0,0,12,3,2330,5,-1,0,3,1
30,4,2,2,0,697,0,0,0,10,8,179,3,102,2,2,1
46,1,1,1,0,456,0,1,0,18,8,618,6,-1,0,3,1
32,9,2,1,0,324,0,1,0,23,2,432,1,-1,0,3,1
41,9,1,2,0,1517,0,0,0,8,8,193,3,-1,0,3,1
28,10,1,2,0,482,0,0,0,25,5,119,1,-1,0,3,1
47,3,1,1,0,2524,0,0,0,12,10,105,1,-1,0,3,1
41,1,1,1,0,2039,1,0,0,8,5,729,1,-1,0,3,1
37,10,1,1,0,1978,0,0,0,9,9,404,1,182,1,2,1
29,4,1,2,0,51,1,0,0,17,7,1319,5,-1,0,3,1
27,1,2,1,0,294,1,1,2,28,5,694,2,-1,0,3,1
32,4,1,2,0,607,1,0,2,18,6,1060,5,-1,0,3,1
35,1,1,1,0,1055,0,0,2,18,11,150,2,-1,0,3,1
36,9,1,2,0,376,0,0,0,16,9,173,1,-1,0,3,1
45,4,0,1,0,644,1,0,0,19,11,418,1,168,1,2,1
45,3,1,1,0,360,0,0,0,3,11,215,1,-1,0,3,1
31,10,2,1,0,284,1,0,0,2,2,855,1,-1,0,3,1
45,7,2,0,0,1893,1,0,2,3,6,1259,6,-1,0,3,1
39,9,2,1,0,1355,1,0,0,14,5,1180,1,-1,0,3,1
33,9,2,2,0,1393,1,0,0,18,7,1127,3,-1,0,3,1
37,0,1,1,0,0,1,0,0,2,6,107,1,-1,0,3,1
32,4,2,2,0,41,0,0,0,21,8,686,5,-1,0,3,1
39,4,1,1,0,215,0,0,0,11,8,1141,4,-1,0,3,1
36,9,2,1,0,27,1,0,0,9,2,631,1,260,2,2,1
34,4,2,2,0,681,0,0,0,6,8,637,2,-1,0,3,1
36,4,1,2,0,1352,0,0,2,19,6,2028,1,-1,0,3,1
32,9,2,2,0,2340,0,0,0,18,2,89,2,-1,0,3,1
34,7,2,1,0,-374,1,0,0,11,5,672,1,-1,0,3,1
33,4,1,2,0,1778,0,0,0,12,2,388,1,-1,0,3,1
35,9,1,1,0,2201,0,0,1,12,4,350,1,-1,0,3,1
34,9,1,1,0,0,1,0,0,5,8,231,2,2,3,2,1
32,9,2,1,0,562,1,0,2,30,5,722,3,-1,0,3,1
33,4,2,2,0,87,0,0,0,12,8,978,1,-1,0,3,1
45,0,0,0,0,429,1,0,0,22,4,147,1,181,1,2,1
48,1,1,1,0,863,1,0,1,4,5,412,5,350,2,2,1
27,4,2,2,0,2648,0,0,0,5,2,917,1,-1,0,3,1
32,4,2,2,0,0,1,0,0,30,4,370,3,-1,0,3,1
30,6,2,2,0,655,0,0,0,23,9,272,4,184,1,2,1
40,4,0,2,0,858,0,0,0,26,10,202,2,-1,0,3,1
27,1,2,2,0,567,0,0,0,26,5,523,3,182,3,2,1
37,4,1,2,0,57,0,0,0,5,2,345,1,-1,0,3,1
42,7,0,1,0,257,1,0,0,12,5,955,2,-1,0,3,1
27,9,2,2,0,401,0,0,0,6,8,218,3,93,2,2,1
30,4,2,2,0,297,0,0,0,8,11,188,1,-1,0,3,1
